Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1674025,2-May-20,Pennsylvania,Darby (Collingdale),100 block of Wayne Ave,0,1,N/A
1671282,2-May-20,Alabama,Fairfield,7201 Aaron Aronov Dr,0,1,N/A
1670512,1-May-20,Mississippi,Meridian,1900 block of 14th St,0,1,N/A
1670765,1-May-20,Michigan,Jackson,1st St and Morrell St,0,1,N/A
1670031,1-May-20,Texas,San Antonio,1700 block of W Thorain Blvd,0,1,N/A
1675680,1-May-20,Georgia,Marietta,293 Pat Mell Rd W,0,1,N/A
1670035,1-May-20,Alabama,Pinson,9100 block of Cedar Mountain Rd,1,1,N/A
1670603,1-May-20,Michigan,Port Austin,2941 Port Austin Rd,0,1,N/A
1669614,30-Apr-20,Oklahoma,Guthrie,1608 S Division St,0,2,N/A
1669570,30-Apr-20,Virginia,Richmond,10200 block of Ronaldton Rd,0,1,N/A
1668887,29-Apr-20,Arizona,Phoenix,4139 E McDowell Rd,0,1,N/A
1680576,29-Apr-20,New Mexico,Kirtland,4220 US-64,0,1,N/A
1670041,29-Apr-20,California,Stockton,2100 block of Green River Ln,0,1,N/A
1669282,29-Apr-20,Tennessee,Rockwood,1064 N Gateway Ave,0,1,N/A
1667910,28-Apr-20,West Virginia,Camp Creek,Stovall Ridge Rd,0,2,N/A
1667757,28-Apr-20,Mississippi,Hattiesburg,6072 US-98,0,1,N/A
1667762,27-Apr-20,Iowa,Maquoketa,8864 IA-64,0,1,N/A
1667753,27-Apr-20,Indiana,Fort Wayne,4100 block of S Harrison St,0,1,N/A
1666584,26-Apr-20,Louisiana,Alexandria,3000 block of Culpepper Rd,0,1,N/A
1667252,26-Apr-20,Virginia,Woodbridge,13700 block of Kingsman Rd,0,1,N/A
1666955,26-Apr-20,Wisconsin,Portage,500 block of W Wisconsin St,0,1,N/A
1665963,25-Apr-20,Florida,Ocala,NW Fourth Ave and Eighth Place,0,2,N/A
1667608,25-Apr-20,Oregon,Gold Beach,Thimbleberry Rd,0,1,N/A
1666715,25-Apr-20,Kansas,Roxbury,N/A,0,1,N/A
1667383,24-Apr-20,Michigan,Williamston,Meech Rd and Grand River Ave,0,1,N/A
1665831,24-Apr-20,California,Reseda,7800 block of Melvin Ave,0,1,N/A
1664929,24-Apr-20,Illinois,Chicago,6243 S Drexel Ave,0,1,N/A
1666930,24-Apr-20,Texas,Houston,1500 block of Daisey Bell Ln,0,1,N/A
